categoria_01,categoria_02,categoria_03,categoria_00,link
Estufa,y,Cocina/Linea,Smeg,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Estufas-y-Campanas-de-Cocina/Smeg-Estufa-de-gas-con-5-quemadores-35/p/666869
San,y,Cocina/Linea,Estufa,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Estufas-y-Campanas-de-Cocina/Estufa-San-Son-7-equipos-en-uno-color-negro/p/658662
Estufa,y,Cocina/Linea,Teka,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Estufas-y-Campanas-de-Cocina/Teka-Estufa-de-piso-de-gas-con-6-quemadores-30/p/659795
Campana,y,Cocina/Linea,Whirlpool,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Estufas-y-Campanas-de-Cocina/Whirlpool-Campana-de-pared-90cm/p/679567
Horno,Cocina/Hornos,Electricos,Gourmia,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Gourmia-Horno-y-Freidora-de-Aire-Digital-16-Funciones/p/681900
La,Cocina/Hornos,Electricos,Sur,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Sur-La-Table-Freidora-de-Aire-con-Rosticero-123-litros/p/3443715
La,Cocina/Hornos,Electricos,Sur,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Sur-La-Table-Horno-de-Microondas-12-Inverter/p/675196
Whirlpool,Cocina/Hornos,Electricos,Microondas,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Microondas-Whirlpool-de-11-con-potencia-grill-color-silver-acabado-espejo/p/655707
Tostador,Cocina/Hornos,Electricos,Cuisinart,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Cuisinart-Tostador-de-Acero-para-2-Rebanadas/p/6640772
horno,Cocina/Hornos,Electricos,Samsung,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Samsung-horno-de-microondas-grill-10/p/508053
horno,Cocina/Hornos,Electricos,LG,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/LG-horno-de-microondas-15-Smart-inverter/p/651857
Microondas,Cocina/Hornos,Electricos,Samsung,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Samsung-Microondas-con-grill-de-14-color-plata/p/660655
Combo,y,Cocina/Linea,Samsung,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Estufas-y-Campanas-de-Cocina/Samsung-Combo-de-Campana-y-Estufa/p/684801
Campana,y,Cocina/Linea,KitchenAid,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Estufas-y-Campanas-de-Cocina/KitchenAid-Campana-de-pared-de-30/p/656087
Grill,Cocina/Hornos,Electricos,Pizzarette,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Pizzarette-Grill-Horno-para-Mini-Pizzas-Westinghouse/p/666553
Foodi,Cocina/Hornos,Electricos,Ninja,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Ninja-Foodi-Horno-con-Freidora-de-Aire-8-en-1/p/1385185
Horno,Cocina/Hornos,Electricos,Chefman,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Chefman-Horno-Digital-Freidora-de-Aire-de-20L/p/672848
microondas,Cocina/Hornos,Electricos,Samsung,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Samsung-microondas-11/p/651939
microondas,Cocina/Hornos,Electricos,Panasonic,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Panasonic-microondas-9-silver/p/652521
Tostador,Cocina/Hornos,Electricos,Smeg,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Smeg-Tostador-Dos-Rebanadas-Varios-Colores/p/VA509693
horno,Cocina/Hornos,Electricos,Panasonic,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Panasonic-horno-de-microondas-13-Inverter/p/672424
Horno,Cocina/Hornos,Electricos,Chefman,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Chefman-Horno-Digital-Freidora-de-Aire-de-20L-Negro/p/682073
Tostador,Cocina/Hornos,Electricos,Smeg,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Smeg-Tostador-para-4-Rebanadas-Varios-Colores/p/VA509718
Horno,Cocina/Hornos,Electricos,Panasonic,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Panasonic-Horno-de-Microondas-16-Inverter/p/661761
horno,Cocina/Hornos,Electricos,Samsung,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Samsung-horno-de-microondas-14-con-grill/p/627826
horno,Cocina/Hornos,Electricos,Panasonic,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Panasonic-horno-de-microondas-22/p/527922
horno,Cocina/Hornos,Electricos,Panasonic,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Panasonic-horno-de-microondas-13/p/640700
Beach,Cocina/Hornos,Electricos,Hamilton,https://www.costco.com.mx/Electrodomesticos/Electrodomesticos-de-Cocina/Hornos-Electricos-y-Microondas/Hamilton-Beach-Professional-Horno-Digital-con-Freidora-de-aire-y-Sensor-de-Temperatura/p/678803
Lavavajillas,y,Cocina/Linea,LG,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/LG-Lavavajillas-60cm-15-servicios/p/664483
Lavavajillas,y,Cocina/Linea,Teka,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/Teka-Lavavajillas-60cm-13-servicios/p/681577
Lavavajillas,y,Cocina/Linea,Maytag,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/Maytag-Lavavajillas-empotrable-14-servicios/p/677214
Lavavajillas,y,Cocina/Linea,LG,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/LG-Lavavajillas-14-Servicios-Libre-de-empotre/p/683950
Lavavajillas,y,Cocina/Linea,KitchenAid,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/KitchenAid-Lavavajillas-60cm-empotrable-13-servicios/p/663155
Smeg,y,Cocina/Linea,Lavavajillas,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/Lavavajillas-Smeg-60-cm-Acero/p/684611
Lavavajillas,y,Cocina/Linea,Smeg,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavavajillas/Smeg-Lavavajillas-13-Servicios-60-cm-Acero/p/684847
Aire,Aire,Acondicionado,Carrier,https://www.costco.com.mx/Electrodomesticos/Climatizacion/Aires-Acondicionados/Carrier-Aire-Acondicionado-Portatil-12000-btus-110V-enfriamiento-10-SEER/p/676429
Lavasecadora,y,Cocina/Linea,LG,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavadoras-y-Secadoras/LG-Lavasecadora-22Kg-13Kg-con-pedestal/p/674919
Aire,Aire,Acondicionado,LG,https://www.costco.com.mx/Electrodomesticos/Climatizacion/Aires-Acondicionados/LG-Aire-Acondicionado-Portatil-Inverter-LP1419IVSM-Solo-Frio-115V-1-Tonelada-14000-BTUh-WiFi/p/676414
Aire,Acondicionado,Minisplit,Carrier,https://www.costco.com.mx/Electrodomesticos/Climatizacion/Calentadores/Carrier-Aire-Acondicionado-Minisplit-Inverter-con-Wi-Fi-36000-btus-220V-enfriamiento-y-calefaccion-17-SEER/p/676432
Aire,Aire,Acondicionado,Carrier,https://www.costco.com.mx/Electrodomesticos/Climatizacion/Aires-Acondicionados/Carrier-Aire-Acondicionado-Minisplit-Enfriamiento-y-Calefaccion-12000-BTU-220V-Gas-R32-con-Wi-Fi/p/682312
Aire,Aire,Acondicionado,Carrier,https://www.costco.com.mx/Electrodomesticos/Climatizacion/Aires-Acondicionados/Carrier-Aire-Acondicionado-Minisplit-Inverter-con-Wi-Fi-solo-enfriamiento-18000-BTU-19-SEER-220V/p/669602
Aire,Aire,Acondicionado,Carrier,https://www.costco.com.mx/Electrodomesticos/Climatizacion/Aires-Acondicionados/Carrier-Aire-Acondicionado-Ventana-De-12000-Bus-a-110V-Solo-Frio/p/680995
Centro,y,Cocina/Linea,GE,https://www.costco.com.mx/Linea-Blanca-y-Cocina/Linea-Blanca/Lavadoras-y-Secadoras/GE-Centro-de-lavado-20Kg-20Kg-de-gas/p/663465
